Mod:Item:MetaData, Localized Name
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:keybutton:0, Drawer Key Button
storagedrawers:keybutton:1, Concealment Key Button
storagedrawers:keybutton:2, Personal Key Button
storagedrawers:keybutton:3, Quantify Key Button
storagedrawers:compdrawers, Compacting Drawer
storagedrawers:controller, Drawer Controller
storagedrawers:controllerslave, Controller Slave
storagedrawers:trim:0, Oak Trim
storagedrawers:trim:1, Spruce Trim
storagedrawers:trim:2, Birch Trim
storagedrawers:trim:3, Jungle Trim
storagedrawers:trim:4, Acacia Trim
storagedrawers:trim:5, Dark Oak Trim
storagedrawers:framingtable, Framing Table
storagedrawers:customdrawers:0, Framed Drawer
storagedrawers:customdrawers:1, Framed Drawers 1x2
storagedrawers:customdrawers:2, Framed Drawers 2x2
storagedrawers:customdrawers:3, Framed Half Drawers 1x2
storagedrawers:customdrawers:4, Framed Half Drawers 2x2
storagedrawers:customtrim, Framed Trim
storagedrawers:upgrade_template, Upgrade Template
storagedrawers:upgrade_storage:0, Storage Upgrade (I)
storagedrawers:upgrade_storage:1, Storage Upgrade (II)
storagedrawers:upgrade_storage:2, Storage Upgrade (III)
storagedrawers:upgrade_storage:3, Storage Upgrade (IV)
storagedrawers:upgrade_storage:4, Storage Upgrade (V)
storagedrawers:upgrade_one_stack, Storage Downgrade
storagedrawers:upgrade_status:0, Status Upgrade (I)
storagedrawers:upgrade_status:1, Status Upgrade (II)
storagedrawers:upgrade_void, Void Upgrade
storagedrawers:upgrade_conversion, Conversion Upgrade
storagedrawers:upgrade_creative:0, Creative Storage Upgrade
storagedrawers:upgrade_creative:1, Creative Vending Upgrade
storagedrawers:upgrade_redstone:0, Redstone Upgrade
storagedrawers:upgrade_redstone:1, Redstone Max Upgrade
storagedrawers:upgrade_redstone:2, Redstone Min Upgrade
storagedrawers:drawer_key, Drawer Key
storagedrawers:shroud_key, Concealment Key
storagedrawers:personal_key, Personal Key
storagedrawers:quantify_key, Quantify Key
storagedrawers:tape, Packing Tape
tcomplement:materials:0, Stone Bucket
tcomplement:materials:1, Scorched Brick
tcomplement:materials:6, iModifier
tcomplement:materials:10, Steel Ingot
tcomplement:materials:20, Steel Nugget
tcomplement:cast:0, Bucket Cast
tcomplement:cast_clay:0, Clay Bucket Cast
tcomplement:edibles:10, Milk Chocolate Ingot
tcomplement:edibles:11, Dark Chocolate Ingot
tcomplement:edibles:20, Milk Chocolate Nugget
tcomplement:edibles:21, Dark Chocolate Nugget
tcomplement:edibles:30, Cocoa Butter
tcomplement:melter:0, Melter
tcomplement:melter:8, Seared Heater
tcomplement:alloy_tank:0, Alloy Tank
tcomplement:manyullyn_helmet, Manyullyn Helmet
tcomplement:manyullyn_chestplate, Manyullyn Chestplate
tcomplement:manyullyn_leggings, Manyullyn Leggings
tcomplement:manyullyn_boots, Manyullyn Boots
tcomplement:knightslime_helmet, Knightslime Helmet
tcomplement:knightslime_chestplate, Knightslime Chestplate
tcomplement:knightslime_leggings, Knightslime Leggings
tcomplement:knightslime_boots, Knightslime Boots
tcomplement:steel_helmet, Steel Helmet
tcomplement:steel_chestplate, Steel Chestplate
tcomplement:steel_leggings, Steel Leggings
tcomplement:steel_boots, Steel Boots
tcomplement:storage:0, Block of Charcoal
tcomplement:storage:1, Block of Steel
tcomplement:high_oven_controller:0, High Oven Controller
tcomplement:scorched_faucet:0, Scorched Faucet
tcomplement:scorched_channel:0, Scorched Channel
tcomplement:scorched_casting:0, Scorched Casting Table
tcomplement:scorched_casting:1, Scorched Casting Basin
tcomplement:high_oven_io:0, Scorched Drain
tcomplement:high_oven_io:1, Scorched Chute
tcomplement:high_oven_io:2, Scorched Duct
tcomplement:scorched_block:0, Scorched Stone
tcomplement:scorched_block:1, Scorched Cobblestone
tcomplement:scorched_block:2, Scorched Paver
tcomplement:scorched_block:3, Scorched Bricks
tcomplement:scorched_block:4, Cracked Scorched Bricks
tcomplement:scorched_block:5, Fancy Scorched Bricks
tcomplement:scorched_block:6, Square Scorched Bricks
tcomplement:scorched_block:7, Scorched Road
tcomplement:scorched_block:8, Scorched Creeperface
tcomplement:scorched_block:9, Triangle Scorched Bricks
tcomplement:scorched_block:10, Small Scorched Bricks
tcomplement:scorched_block:11, Scorched Tiles
tcomplement:scorched_slab:0, Scorched Stone Slab
tcomplement:scorched_slab:1, Scorched Cobblestone Slab
tcomplement:scorched_slab:2, Scorched Paver Slab
tcomplement:scorched_slab:3, Scorched Bricks Slab
tcomplement:scorched_slab:4, Cracked Scorched Bricks Slab
tcomplement:scorched_slab:5, Fancy Scorched Bricks Slab
tcomplement:scorched_slab:6, Square Scorched Bricks Slab
tcomplement:scorched_slab:7, Scorched Road Slab
tcomplement:scorched_slab2:0, Scorched Creeperface Slab
tcomplement:scorched_slab2:1, Triangle Scorched Bricks Slab
tcomplement:scorched_slab2:2, Small Scorched Bricks Slab
tcomplement:scorched_slab2:3, Scorched Tile Slab
tcomplement:scorched_stairs_stone:0, Scorched Stone Stairs
tcomplement:scorched_stairs_cobble:0, Scorched Cobblestone Stairs
tcomplement:scorched_stairs_paver:0, Scorched Paver Stairs
tcomplement:scorched_stairs_brick:0, Scorched Bricks Stairs
tcomplement:scorched_stairs_brick_cracked:0, Cracked Scorched Bricks Stairs
tcomplement:scorched_stairs_brick_fancy:0, Fancy Scorched Bricks Stairs
tcomplement:scorched_stairs_brick_square:0, Square Scorched Bricks Stairs
tcomplement:scorched_stairs_brick_triangle:0, Triangle Scorched Bricks Stairs
tcomplement:scorched_stairs_brick_small:0, Small Scorched Bricks Stairs
tcomplement:scorched_stairs_road:0, Scorched Road Stairs
tcomplement:scorched_stairs_tile:0, Scorched Tile Stairs
tcomplement:scorched_stairs_creeper:0, Scorched Creeperface Stairs
tcomplement:chisel_head:0, Naga Scale Chisel Head
tcomplement:chisel_head:0, Steeleaf Chisel Head
tcomplement:chisel_head:0, Fiery Chisel Head
tcomplement:chisel_head:0, Knightly Chisel Head
tcomplement:chisel_head:0, Wooden Chisel Head
tcomplement:chisel_head:0, Stone Chisel Head
tcomplement:chisel_head:0, Flint Chisel Head
tcomplement:chisel_head:0, Cactus Chisel Head
tcomplement:chisel_head:0, Bone Chisel Head
tcomplement:chisel_head:0, Obsidian Chisel Head
tcomplement:chisel_head:0, Prismarine Chisel Head
tcomplement:chisel_head:0, End Chisel Head
tcomplement:chisel_head:0, Paper Chisel Head
tcomplement:chisel_head:0, Sponge Chisel Head
tcomplement:chisel_head:0, Firewood Chisel Head
tcomplement:chisel_head:0, Iron Chisel Head
tcomplement:chisel_head:0, Pig Iron Chisel Head
tcomplement:chisel_head:0, Knightslime Chisel Head
tcomplement:chisel_head:0, Slime Chisel Head
tcomplement:chisel_head:0, Slime Chisel Head
tcomplement:chisel_head:0, Magma Slime Chisel Head
tcomplement:chisel_head:0, Netherrack Chisel Head
tcomplement:chisel_head:0, Cobalt Chisel Head
tcomplement:chisel_head:0, Ardite Chisel Head
tcomplement:chisel_head:0, Manyullyn Chisel Head
tcomplement:chisel_head:0, Copper Chisel Head
tcomplement:chisel_head:0, Bronze Chisel Head
tcomplement:chisel_head:0, Lead Chisel Head
tcomplement:chisel_head:0, Silver Chisel Head
tcomplement:chisel_head:0, Electrum Chisel Head
tcomplement:chisel_head:0, Steel Chisel Head
tcomplement:chisel_head:0, Adamantine Chisel Head
tcomplement:chisel_head:0, Antimony Chisel Head
tcomplement:chisel_head:0, Aquarium Chisel Head
tcomplement:chisel_head:0, Bismuth Chisel Head
tcomplement:chisel_head:0, Brass Chisel Head
tcomplement:chisel_head:0, Cold-Iron Chisel Head
tcomplement:chisel_head:0, Cupronickel Chisel Head
tcomplement:chisel_head:0, Invar Chisel Head
tcomplement:chisel_head:0, Mithril Chisel Head
tcomplement:chisel_head:0, Nickel Chisel Head
tcomplement:chisel_head:0, Pewter Chisel Head
tcomplement:chisel_head:0, Platinum Chisel Head
tcomplement:chisel_head:0, Star-Steel Chisel Head
tcomplement:chisel_head:0, Tin Chisel Head
tcomplement:chisel_head:0, Zinc Chisel Head
tcomplement:chisel_head:0, Magical Wooden Chisel Head
tcomplement:chisel_head:0, Evil Infused Chisel Head
tcomplement:chisel_head:0, Enchanted Chisel Head
tcomplement:chisel_head:0, Demonic Chisel Head
tcomplement:chisel_head:0, Certus Quartz Chisel Head
tcomplement:chisel_head:0, Alumite Chisel Head
tcomplement:chisel_head:0, Iridium Chisel Head
tcomplement:chisel_head:0, Fluix Crystal Chisel Head
tcomplement:chisel_head:0, Elementium Chisel Head
tcomplement:chisel_head:0, Manasteel Chisel Head
tcomplement:chisel_head:0, Mirion Chisel Head
tcomplement:chisel_head:0, Livingwood Chisel Head
tcomplement:chisel_head:0, Terrasteel Chisel Head
tcomplement:chisel_head:0, Emerald Chisel Head
tcomplement:chisel, Chisel
torcharrowsmod:torch_arrow, Torch Arrow
torchmaster:frozen_pearl, Frozen Pearl
torchmaster:mega_torch:0, Mega Torch
torchmaster:mega_torch:1, Unlit Mega Torch
torchmaster:terrain_lighter, Terrain Lighter
torchmaster:dread_lamp, Dread Lamp
torchmaster:feral_flare_lantern, Feral Flare Lantern
travelersbackpack:travelers_backpack:0, Traveler's Backpack
travelersbackpack:travelers_backpack:1, Traveler's Backpack
travelersbackpack:travelers_backpack:2, Traveler's Backpack
travelersbackpack:travelers_backpack:3, Traveler's Backpack
travelersbackpack:travelers_backpack:4, Traveler's Backpack
travelersbackpack:travelers_backpack:5, Traveler's Backpack
travelersbackpack:travelers_backpack:6, Traveler's Backpack
travelersbackpack:travelers_backpack:7, Traveler's Backpack
travelersbackpack:travelers_backpack:8, Traveler's Backpack
travelersbackpack:travelers_backpack:9, Traveler's Backpack
travelersbackpack:travelers_backpack:10, Traveler's Backpack
travelersbackpack:travelers_backpack:11, Traveler's Backpack
travelersbackpack:travelers_backpack:12, Traveler's Backpack
travelersbackpack:travelers_backpack:13, Traveler's Backpack
travelersbackpack:travelers_backpack:14, Traveler's Backpack
travelersbackpack:travelers_backpack:15, Traveler's Backpack
travelersbackpack:travelers_backpack:16, Traveler's Backpack
travelersbackpack:travelers_backpack:17, Traveler's Backpack
travelersbackpack:travelers_backpack:18, Traveler's Backpack
travelersbackpack:travelers_backpack:19, Traveler's Backpack
travelersbackpack:travelers_backpack:20, Traveler's Backpack
travelersbackpack:travelers_backpack:21, Traveler's Backpack
travelersbackpack:travelers_backpack:22, Traveler's Backpack
travelersbackpack:travelers_backpack:23, Traveler's Backpack
travelersbackpack:travelers_backpack:24, Traveler's Backpack
travelersbackpack:travelers_backpack:25, Traveler's Backpack
travelersbackpack:travelers_backpack:26, Traveler's Backpack
travelersbackpack:travelers_backpack:27, Traveler's Backpack
travelersbackpack:travelers_backpack:28, Traveler's Backpack
travelersbackpack:travelers_backpack:29, Traveler's Backpack
travelersbackpack:travelers_backpack:30, Traveler's Backpack
travelersbackpack:travelers_backpack:31, Traveler's Backpack
travelersbackpack:travelers_backpack:32, Traveler's Backpack
travelersbackpack:travelers_backpack:33, Traveler's Backpack
travelersbackpack:travelers_backpack:34, Traveler's Backpack
travelersbackpack:travelers_backpack:35, Traveler's Backpack
travelersbackpack:travelers_backpack:36, Traveler's Backpack
travelersbackpack:travelers_backpack:37, Traveler's Backpack
travelersbackpack:travelers_backpack:38, Traveler's Backpack
travelersbackpack:travelers_backpack:39, Traveler's Backpack
travelersbackpack:travelers_backpack:40, Traveler's Backpack
travelersbackpack:travelers_backpack:41, Traveler's Backpack
travelersbackpack:travelers_backpack:42, Traveler's Backpack
travelersbackpack:travelers_backpack:43, Traveler's Backpack
travelersbackpack:travelers_backpack:44, Traveler's Backpack
travelersbackpack:travelers_backpack:45, Traveler's Backpack
travelersbackpack:travelers_backpack:46, Traveler's Backpack
travelersbackpack:travelers_backpack:47, Traveler's Backpack
travelersbackpack:travelers_backpack:48, Traveler's Backpack
travelersbackpack:travelers_backpack:49, Traveler's Backpack
travelersbackpack:travelers_backpack:50, Traveler's Backpack
travelersbackpack:travelers_backpack:51, Traveler's Backpack
travelersbackpack:travelers_backpack:52, Traveler's Backpack
travelersbackpack:travelers_backpack:53, Traveler's Backpack
travelersbackpack:travelers_backpack:54, Traveler's Backpack
travelersbackpack:travelers_backpack:55, Traveler's Backpack
travelersbackpack:travelers_backpack:56, Traveler's Backpack
travelersbackpack:travelers_backpack:57, Traveler's Backpack
travelersbackpack:travelers_backpack:58, Traveler's Backpack
travelersbackpack:travelers_backpack:59, Traveler's Backpack
travelersbackpack:travelers_backpack:60, Traveler's Backpack
travelersbackpack:travelers_backpack:61, Traveler's Backpack
travelersbackpack:travelers_backpack:62, Traveler's Backpack
travelersbackpack:travelers_backpack:63, Traveler's Backpack
travelersbackpack:travelers_backpack:64, Traveler's Backpack
travelersbackpack:travelers_backpack:65, Traveler's Backpack
travelersbackpack:travelers_backpack:66, Traveler's Backpack
travelersbackpack:travelers_backpack:67, Traveler's Backpack
travelersbackpack:travelers_backpack:68, Traveler's Backpack
travelersbackpack:travelers_backpack:69, Traveler's Backpack
travelersbackpack:travelers_backpack:70, Traveler's Backpack
travelersbackpack:travelers_backpack:71, Traveler's Backpack
travelersbackpack:travelers_backpack:72, Traveler's Backpack
travelersbackpack:travelers_backpack:73, Traveler's Backpack
travelersbackpack:travelers_backpack:74, Traveler's Backpack
travelersbackpack:travelers_backpack:75, Traveler's Backpack
travelersbackpack:travelers_backpack:76, Traveler's Backpack
travelersbackpack:backpack_tank, Backpack Tank
travelersbackpack:sleeping_bag_bottom, Sleeping bag
travelersbackpack:hose_nozzle, Hose nozzle
travelersbackpack:hose, Hose
apotheosis:farmers_leash, Ender-Farmer's Lead
apotheosis:lucky_foot, Lucky Rabbit's Foot
aroma1997sdimension:portalframe, Portal Frame
aroma1997sdimension:miningmultitool, Mining Multitool
aroma1997sdimension:dimensionchanger, DimensionChanger
aroma1997sdimension:miningore:0, Sticky Ore
aroma1997sdimension:miningore:1, Clay Ore
mujmajnkraftsbettersurvival:itemsmallshield, Round Shield
mujmajnkraftsbettersurvival:itemcrossbow, Crossbow
mujmajnkraftsbettersurvival:itembigshield, Big Shield
mujmajnkraftsbettersurvival:itemwoodhammer, Wooden Hammer
mujmajnkraftsbettersurvival:itemstonehammer, Stone Hammer
mujmajnkraftsbettersurvival:itemironhammer, Iron Hammer
mujmajnkraftsbettersurvival:itemdiamondhammer, Diamond Hammer
mujmajnkraftsbettersurvival:itemgoldhammer, Golden Hammer
mujmajnkraftsbettersurvival:itemcopperhammer, Copper Hammer
mujmajnkraftsbettersurvival:itembronzehammer, Bronze Hammer
mujmajnkraftsbettersurvival:iteminvarhammer, Invar Hammer
mujmajnkraftsbettersurvival:itemsilverhammer, Silver Hammer
mujmajnkraftsbettersurvival:itemelectrumhammer, Electrum Hammer
mujmajnkraftsbettersurvival:itemaluminiumhammer, Aluminium Hammer
mujmajnkraftsbettersurvival:itemsteelhammer, Steel Hammer
mujmajnkraftsbettersurvival:itemsignalumhammer, Signalum Hammer
mujmajnkraftsbettersurvival:itemlumiumhammer, Lumium Hammer
mujmajnkraftsbettersurvival:itemenderiumhammer, Enderium Hammer
mujmajnkraftsbettersurvival:itemdragonbonehammer, Dragon Bone Hammer
mujmajnkraftsbettersurvival:itemjunglechitinhammer, Jungle Myrmex Chitin Hammer
mujmajnkraftsbettersurvival:itemdesertchitinhammer, Desert Myrmex Chitin Hammer
mujmajnkraftsbettersurvival:itemwoodspear, Wooden Spear
mujmajnkraftsbettersurvival:itemstonespear, Stone Spear
mujmajnkraftsbettersurvival:itemironspear, Iron Spear
mujmajnkraftsbettersurvival:itemdiamondspear, Diamond Spear
mujmajnkraftsbettersurvival:itemgoldspear, Golden Spear
mujmajnkraftsbettersurvival:itemcopperspear, Copper Spear
mujmajnkraftsbettersurvival:itembronzespear, Bronze Spear
mujmajnkraftsbettersurvival:iteminvarspear, Invar Spear
mujmajnkraftsbettersurvival:itemsilverspear, Silver Spear
mujmajnkraftsbettersurvival:itemelectrumspear, Electrum Spear
mujmajnkraftsbettersurvival:itemaluminiumspear, Aluminium Spear
mujmajnkraftsbettersurvival:itemsteelspear, Steel Spear
mujmajnkraftsbettersurvival:itemsignalumspear, Signalum Spear
